,Headlines,Date
1718,"HDFC Bank Q2 profit up 20 per cent at Rs 2,381.5 crore. ",2014-10-21
1719,"For best debt return, bet on beaten down IIGS in the long-term. ",2014-10-20
1720,Economic recovery in India still uneven: Raghuram Rajan. ,2014-10-13
1721,Indian rupee jumps 31 paise against dollar to 61.09. ,2014-10-09
1722,"Why Ben Bernanke, former US Fed chairman, can’t refinance his mortgage. ",2014-10-04
1723,Festival time for banks as customers return. ,2014-10-02
1724,RBI keeps interest rate unchanged at 8 per cent. ,2014-09-30
1725,"Missed a loan payment? Good luck moving that car. Short change: Most debt-based mutual funds underperform in last 5 years. While European Central Bank struggles, US Federal Reserve sees recovery. Jan Dhan accounts cross 5 crore mark, banks collect over Rs 3500 crore. ",2014-09-29
1726,"Bullish on India, asset managers see billions of dollars flowing into India. ",2014-09-26
1727,"Reserve Bank may hold rates until Q2 of 2015, then ease, says poll. ",2014-09-24
1728,"Now, UCO Bank wields wilful default stick on Vijay Mallya’s Kingfisher Airlines. ",2014-09-20
1729,"I-T to look into credit history, loan repayment pattern of taxpayers. ",2014-09-18
1730,"SBI takes lead, pares retail deposit rates. Indian rupee gains 9 paise against US dollar in early trade. ",2014-09-17
1731,State Bank of India cuts fixed deposit rates to 8.75% from 9%. ,2014-09-16
1732,"Central banks inflating ‘elevated’ asset prices, says BIS. ",2014-09-15
1733,Money laundering: RBI takes action against erring Urban Cooperative Banks. ,2014-09-14
1734,Indian rupee recovers 11 paise against US dollar in early trade. ,2014-09-11
1735,RBI: Classify guarantors as wilful defaulters if demands not met. ,2014-09-10
1736,India rupee up 15 paise against US dollar in early trade. Indian rupee to hold at Rs 58-62 against US dollar: BofA. ,2014-09-08
1737,"Indian banks’ bad loan level not ‘scary’, says RBI Governor  Raghuram Rajan. For long term, look at equities. ",2014-09-01
1738,"Under greater scrutiny, banks’ stressed asset sales to ARCs rise sharply. ",2014-08-25
1739,RBI says online transactions using credit cards should be in rupee. ,2014-08-23
1740,Indian rupee gains 15 paise to to 60.52 against US dollar. ,2014-08-22
1741,Indian rupee down 15 paise against US dollar in early trade. RBI Deputy Governor R Gandhi asks bankers to be innovative on home loans. Now invest Rs 1.5L in Public Provident Fund. ,2014-08-20
1742,"Banks sharpen scrutiny, order forensic audit of Bhushan Steel. ICICI Bank does a first, launches EMI on debit cards scheme. ",2014-08-19
1743,Appointment of PSU bank chiefs to be reviewed: FM Arun Jaitley. Free ATM usage at other banks cut to three transactions a month. ,2014-08-15
1744,FinMin closes door on campus hiring for PSU banks. Indian rupee recovers 17 paise against US dollar in early trade. ,2014-08-14
1745,"SK Jain’s selection not kosher, take action as ‘deemed proper’: CBI. Indian rupee trims initial loss, still down 18 paise to 61.26. ",2014-08-13
1746,IDBI Bank says not being probed over Rs 950-cr loan to Kingfisher Airlines. ,2014-08-12
1747,"Arun Jaitley backs RBI; Rajan to take call on rate rejig. Corporates, banks should not run MFs; list UTI for broad-based ownership: Leo Puri. ",2014-08-11
1748,Rs 40K-cr exposure: Banks may hire agency to monitor Bhushan Steel. Raghuram Rajan’s tough inflation stance risks stand-off with govt. ,2014-08-09
1749,"RuPay set to give Visa, MasterCard a run for their money in India. SBI Q1 net profit rises 3.3 per cent to Rs 3,349 cr; NPAs decline. ",2014-08-08
1750,"Syndicate ‘CMD bribe’ Bank saw steady, sharp rise in bad loans. RBI may not cut repo, but banks drop rates. RBI initiates inspection of Syndicate Bank. ",2014-08-05
1751,"Go long on duration strategies in bonds, overweight on equities. Govt to push for mergers among small PSU banks. ",2014-08-04
1752,"RBI seen keeping policy rate steady until Q1 2015: Poll. ICICI Bank’s Q1 net profit rises 17 % to Rs 2,655 cr. ICICI Bank’s consolidated Q1 Net rises 3% to Rs 2,832 crore. ",2014-07-31
1753,"In a controversial move, HSBC closes Muslim accounts in UK. ",2015-02-09
1754,RBI survey finds 47% of banking agents ‘untraceable’. ,2014-07-30
1755,"What’s Plan B, SBI plans to ask its borrowers. Citigroup to hire 100 bankers in Asia, eyes more business from smaller clients. ",2014-07-29
1756,"Have money, have bank. ",2014-07-28
1757,"Punjab National Bank Q1 net profit rises 10% to Rs 1,405 crore. ",2014-07-25
1758,RBI scraps upper limit on gold loans by banks. FinMin mulls interim agency to set up debt management office. ‘New RBI rules for banks will be an interesting externality to watch out for’. ,2014-07-23
1759,"Suit-filed NPA accounts rise 32% to over R70,000 crore. Financial inclusion project to begin Aug 15, two bank accounts for households. Indian rupee recovers 10 paise against US dollar in early trade. HDFC Bank Q1 Net up 21% to Rs 2,233 crore. India rupee ends little changed, fund flows in focus. ",2014-07-21
1760,Recapitalisation of PSU banks is top priority: FM. ,2014-07-20
1761,"RBI set to recognise supermarts, mobile companies as banks. ",2014-07-18
1762,"Banks oppose plan for farm loan waivers. To reach stake sales target, FinMin lines up PSUs for disinvestment. Home loan rates up to Rs 50 lakh to dip as RBI eases bank fund-raising norms. PF deposits likely to fetch higher rate  of returns. ",2014-07-16
1763,RBI allows foreign investors to invest in partly paid shares. State Bank of India slashes fixed deposit rate by 0.5%. ,2014-07-15
1764,Standard Chartered sees FDI proposals strengthening rupee. ,2014-07-13
1765,Indian rupee trims initial gains against dollar. PSU banks to raise Rs 2.40 lakh crore capital by 2018. ,2014-07-10
1766,Indian rupee gains by 16 paise vs US dollar. ,2014-07-08
1767,"RBI to AP, Telangana: No debt to write off farm loans. RBI official shows enforcing rules is tough business. SBI makes foray into the era of digital banking, others to follow. Want bank with right size, right value for takeover: Chanda Kochhar. ",2014-07-07
1768,Build-up to Budget: Min Rs 1K pension for EPFO subscribers likely to be notified. Indian rupee up 13 paise against US dollar in early trade. ,2014-07-04
1769,Indian rupee up 16 paise against US dollar. ,2014-07-03
1770,"State Bank of India plans to add up to 5,000 ATMs in FY15. ",2014-07-02
1771,"Govt for ways to monetise gold, banks want gold deposits to be CRR. ",2014-06-29
1772,Indian rupee drops five paise to 60.17 against US dollar. ,2014-06-26
1773,Indian rupee down 19 paise against US dollar. ,2014-06-25
1774,"Govt says no to CAs on both audit, management panels of banks. Black money: Swiss list of Indians will benefit greatly SIT, says Arun Jaitley. ",2014-06-23
1775,RBI allows foreign players to hedge currency risk. ,2014-06-21
1776,"Indian rupee rallies 46 paise against US dollar in early trade. Residents, non-residents allowed to carry up to Rs 25k abroad: RBI. ",2014-06-19
1777,Indian rupee plunges 29 paise against US dollar in early trade. Only 26% of 585 mn Indian women have any kind of formal relationship with bank: Usha Ananthasubramanian. ,2014-06-18
1778,RBI to sell government securities worth R15K cr. Raghuram Rajan says FSLRC proposal on unified regulator ‘schizophrenic’. ,2014-06-17
1779,Burden of proof to be history as RBI pushes for KYC revamp. Indian rupee hits over one-month low as oil prices surge. ,2014-06-16
1780,"Top 3 lenders in consortium may need to declare ‘wilful defaulter’ before penal action. Indian rupee to US dollar: 12 Indian, global points to watch as Iraq crisis hits. RBI to soon announce rules for on-tap banking licenses: R Gandhi. ",2014-06-14
1781,Parekh says ‘party hopping’ FIIs driving rally; cautions investors. ,2014-06-13
1782,RBI lets UBI take exposure of up to R200 cr. Rupee down 9 paise against dollar in early trade. ,2014-06-12
1783,RBI eases KYC norms for opening bank accounts. Indian rupee down 7 paise against US dollar. ,2014-06-10
1784,Indian rupee up 19 paise vs US dollar. ,2014-06-09
1785,"Madhavpura bank collapse is behind us, says RBI executive director. ",2014-06-07
1786,Indian rupee rally mostly over; yuan to recover over time. ,2014-06-06
1787,Indian rupee up 5 paise on fag-end dollar selling. ,2014-06-05
1788,Govt considering plan to form company to take over bad loans. ,2014-06-04
1789,"Black money SIT meets, charts out roadmap. Bankers rule out lending rate reduction after SLR cut. ",2014-06-03
1790,Inflation will continue to dictate  EMIs as no repo rate change likely. ,2014-06-02
1791,"RBI norms on differentiated banks, licences in next 4 months. ",2014-05-30
1792,Indian rupee up 6 paise against US dollar in morning trade. ,2014-05-26
1793,"Narendra Modi effect: Indian rupee best performing Asia-Pacific currency. Post elections rally in Indian stocks, Indian rupee likely: Goldman Sachs. ",2014-05-25
1794,SBI overtakes HDFC Bank to regain top spot in terms of market cap. ,2014-05-24
1795,"Indian rupee drops 7 paise, trades at 58.54 against US dollar. ",2014-05-23
1796,"Market share of PSU banks to fall to 60 per cent by 2025: RBI panel report. Investors pump in Rs 1+ lakh crore in mutual fund schemes in April, highest in 3 yrs. ",2014-05-21
1797,Indian rupee up 5 paise against US dollar. PSU banks need to free themselves from government influence: Raghuram Rajan. ,2014-05-20
1798,"Bank deposits rise 14.8%, credit growth at 13.8%. Indian rupee rises 32 paise to hit fresh 11-month high against USD. ",2014-05-19
1799,"Rupee to dollar: Indian currency at fresh 10-mth high, soars 41 paise against US dollar at 58.88. ",2014-05-16
1800,Govt should trim its stake in PSBs to below 50%: RBI panel. ,2014-05-14
1801,"Asset quality of ICICI, HDFC, Axis Bank improves on higher loan recovery. ",2014-05-07
1802,"HDFC Q4 profit up 11 per cent at Rs 1,723 crore, board proposes dividend of Rs 14. Raghuram Rajan signed Rs 1,000 banknotes from RBI in a bank near you shortly. No penalty if minimum balance not kept in dormant bank account: RBI. ",2014-05-06
1803,"FM urges ADB to double annual lending to $20 bn. RBI panel says don’t force banks to become to insurance brokers. Raghuram Rajan chosen on basis of his reputation, new Govt should respect it: PC. ",2014-05-05
1804,"From UBS to Morgan Stanley, foreign banks exiting wealth mgmt biz in India. Banks find it easier to offload NPAs after RBI tweaks norm, says HSBC report. United Bank of India’s loan book shrinks in FY14 due to capital erosion. ",2014-05-03
1805,Indian rupee at over one-week high to 60.30 against US dollar. ,2014-04-30
1806,Madhu Kapur cannot be treated as promoter: Yes Bank board. ,2014-04-28
1807,FM says received reply from Swiss on information sharing. ,2014-04-27
1808,"Retail loan growth pushes ICICI Bank Q4 profit to 15%. ICICI Bank, Axis Bank see pick-up in loan demand after Lok Sabha elections. ",2014-04-26
1809,Business houses didn’t meet fit & proper criteria for bank licences: RBI Dy Guv. ICICI Bank Q4 profit up 15 pct at Rs 26.52 bn as demand for loans surges. Indian rupee appreciates by 47 paise to 60.60 against US dollar. ,2014-04-25
1810,HDFC Bank investment cap hike proposal delayed. Bandhan Finance to appoint consultants for banking foray soon. ,2014-04-24
1811,"RBI for 2-stage verification  for online transactions. Set to enter big league, Bandhan to bank on core competence. Yes Bank Q4 net profit up nearly 19 pct at Rs 430 crore. 10-15 pct cards used only for online transactions: RBI report. RBI panel moots centralised bill payment system. ",2014-04-23
1812,"Liquidity infusion measures hit by currency leakages. HDFC Bank Q4 profit jumps 23 pct to Rs 2,326.52 crore. ",2014-04-22
1813,Bandhan to start hiring in three months. Foreign stake ownership: HDFC Bank says law can’t apply retrospectively. ,2014-04-21
1814,Online PF transfer for workers under private trusts from July. ,2014-04-19
1815,Finmin widens monitoring of NPAs at public sector banks to top 50 accounts. Five things to look for in your insurance policy document. Wealth tax basics: Get a grip for peace of mind. ,2014-04-18
1816,Indian rupee up 10 paise against US dollar. ,2014-04-17
1817,Indian rupee to US dollar: Broader range of 59.50/80 and 60.60/80 seen. ,2014-04-15
1818,RBI not to allow promoters to become CEOs of private banks. ,2014-04-14
1819,India calls for communicating monetary policy with clarity. ,2014-04-13
1820,"In easy-money era, Raghuram Rajan pushing policy coordination. Bandhan Financial eyes deposits from existing client base in bank avatar. ",2014-04-11
1821,Rupee to US dollar: Indian currency now more dependent on inflows into equity markets. Banks well-positioned to cope with US tapering: Moody’s. ,2014-04-08
1822,Minimum balance: Better to maintain than risk high fees. RBI to issue Rs 10 bank notes with Governor Raghuram Rajan’s signature. ,2014-04-07
1823,‘Some applicants can apply for differentiated licences’. RBI shifts to CPI-based Real Effective Exchange Rate. ,2014-04-05
1824,"To build up capital for bank, IDFC not to expand loan book. New licences: Opposition questions timing, ‘RBI hurry’. R Gandhi appointed RBI deputy governor. New bank licences: Oppn questions timing, Raghuram Rajan-led ‘RBI’s hurry’, despite EC clearance. ",2014-04-04
1825,"RBI banks on Bandhan, trusts Kolkata NBFC with rare licence. ",2014-04-03
