,Headlines,Date
507,"SIDBI commits Rs 250 cr funding to 3 firms; Stride Ventures gets up to Rs 85 cr. Yes Bank case: Rana Kapoor's daughter Roshni gets bail. Citibank expects card spends to reach year-ago level in Nov on festive offers, economic revival. AU Small Finance Bank starts operations in eastern India. Better than expected: Auto loan repayments bring cheer to lenders. ",2020-11-12
508,"Retired PSU bankers may get one rank, one pension plan. Bank of Baroda cuts MCLR by 0.05 per cent across tenors. ICICI Bank's retail home loan portfolio crosses Rs 2 lakh crore. IBA, bank unions conclude wage negotiations; over 8.5 lakh employees to get 15 pc pay hike. HDFC Bank eyeing tenfold growth in merchant base to 20 million in three years. ",2020-11-11
509,"How Bandhan Bank plans to hold on to its title as the nation’s most profitable lender. Rs 946-cr bank fraud case: CBI carries out searches against Ezeego promoters in Mumbai. Unpaid dues from previous months may keep credit cost higher for MFIs. Government okays Rs 5,500 crore equity infusion into Punjab & Sind Bank. ",2020-11-10
510,"Banking sector stress expected to drop following collection boost, income improves in Q2. Bank of Maharashtra cuts repo-linked lending rate by 15 basis points to 6.90%. Microfinance industry sees 31% rise in loan portfolio at Rs 2.36 lakh crore in FY20: Report. ",2020-11-09
511,"Indian Overseas Bank seeks about Rs 1,000 cr capital support from government. Lakshmi Vilas Bank makes its stance clear to Clix group on Religare deposit case. ",2020-11-08
512,India is world's third largest fintech market with innovations in digital payments. Significant progress in proposed merger with Clix Group: Lakshmi Vilas Bank. ,2020-11-07
513,"No fee will be charged for sending money via WhatsApp: Mark Zuckerberg. WhatsApp Pay: Here's all you need to know about India's latest payments player. WhatsApp Pay goes official after NPCI approval. SBI integrates Yono Krishi with IFFCO eBazar. Bank credit rise 5.06 per cent, deposits up by 10.12 per cent: RBI data. ",2020-11-06
514,"Banks see no rush for loan recast, expect borrowers to come forward in December. Bank of Baroda rolls out free counselling for 8,000 employees. HDFC Bank appoints Ramesh Lakshminarayanan as its new CIO. ICICI Bank's millennial branches to host entertainment shows as part of new offering. RBI allows co-origination of PSL loans by banks and NBFCs. Indian banks see revival in loan growth but concerns linger. Provision of SARFAESI Act empowering DMs to attach secured assets of borrowers directory: SC. ",2020-11-05
515,"Banks roll out robots as pandemic shakes up IT plans. Is it prudent to opt for no-cost EMIs and other lucrative credit schemes on offer. Yes Bank case: High Court rejects bail pleas of Wadhawans. RBI Guv Shaktikanta Das chaired SAARC FINANCE Governors’ Group, member nations discussed current initiatives. SBI Card along with Paytm launch credit cards. Interest on interest waiver: Banks start crediting accounts; FinMin issues additional FAQs. RBI imposes penalty totalling Rs 15 lakh on two co-operative banks. ",2020-11-04
516,"Citigroup names Anand Selva global head of consumer banking. Another Indian rises at Citi, Anand Selvakesari to head global consumer banking. This #ApnepanWaaliDiwali goes beyond words: #BeTheSparkle for your loved ones with SBI Card. Kotak Mahindra Bank reduces home loan rates to multi-year low of 6.75%. Finmin says no increase in service charges by any public sector bank. State-owned lender Bank of Baroda rolls back charges after public outcry. Scam-hit PMC Bank invites EoI from potential investors for reconstruction. PNB lowers recast target; expects only Rs 20,000 crore loan book to be restructured. Relief for bank depositors, no charges to be levied on money deposits and withdrawals, Finance ministry clarifies. ",2020-11-03
517,"Covid stress: Banks confident provisions are good enough. Aditya Puri appointed as a senior adviser in Asia for Carlyle Group. IDFC First Bank logs strong September quarter, expects restructuring at 4% of loan book. Bandhan Bank prunes Covid-related risk projections with better repayment collection. HSBC appoints new head of debt financing business in India. RBI extends deadline for banks' compliance with new guidelines for existing current accounts. Rural is the next frontier: Sumant Kathpalia, CEO of IndusInd Bank. ",2020-11-02
518,"Govt provides Rs 670-crore support to Regional Rural Banks to meet regulatory capital. Reserve Bank to evaluate impact of 'RBI Kehta Hai' campaign. Loan moratorium: Banks told to credit 'interest on interest' to borrowers, RBI tells SC. Banks can choose their own tech providers for digital documentation, government clarifies. No charges to be levied by banks for debit in Jan Dhan account. ",2020-11-01
519,Bank of Baroda reduces lending rate by 15 bps to 6.85%. ,2020-10-31
520,Axis Bank's JV deal with Max Life hits yet another regulatory wall. IndusInd expects restructuring book to be in control: CEO. ,2020-10-30
521,"Stimulus must be tailored to deliver benefit to the people. India should focus on infrastructure, easing of tax rules: Brian Moynihan, CEO, Bank of America. RBI imposes Rs 22 lakh fine on DCB Bank for violating marketing norms. Non-food bank credit growth decelerated to 5.8% in September. RBI board mulls future course for weaker banks. ",2020-10-29
522,"Loans against FDs, bonds, shares out of Nirmala Sitharaman's relief plan. Jan Dhan accounts rise 60% amid pandemic, help stifle crime: SBI Research. Interest waiver: Outstanding as of Feb 29 to be reference for ex gratia relief. ",2020-10-28
523,"SBI, HDFC Bank & BoB may team up for a NUE payments entity. Yes Bank starts physical takeover of Anil Ambani’s Reliance Group HQ in Mumbai. November 5 cutoff for banks to credit compound interest collected. RBI asks lending institutions to implement waiver of interest on interest scheme. Lenders to credit 'interest on interest' to borrowers account by November 5, Centre tells SC. RBI set to change India's payments picture with new QR code rules. RBI asks lending institutions for ex-gratia payment of interest on interest scheme. Why did Aditya Puri return to India? Was it family or HDFC Bank?. CSB Bank, IIFL Finance join hands to offer gold loans in untapped locations. Banks relieved as government notifies reimbursement of compound interest. ",2020-10-27
524,"Yes Bank to trim branches, ATMs and office spaces to lower costs. Rival ICICI Bank expresses gratitude towards Aditya Puri for his contribution to banking. Emerging economies need to step up investment, especially in technology: BofA chief strategist. Kotak Mahindra denies takeover talks with IndusInd, but says its open for M&A opportunities. Customer spending getting back to pre-COVID levels: AU Small Finance Bank. ",2020-10-26
525,Yes Bank lacked cost control; aim to cut operational expenses by 20% in FY21: CEO Prashant Kumar. Aditya Puri: A stickler who ensured a lot doesn't happen over coffee. IndusInd Bank denies takeover talks with Kotak Mahindra Bank. ,2020-10-25
526,Five ways you can avoid debt traps this Diwali. Didn’t skip EMIs during lockdown? Get cashback from your bank. ,2020-10-24
527,Federal Bank expects spurt in NPAs in next two quarters if economic conditions do not improve. Punjab and Sind Bank reports account of IL&FS Financial Services (IFIN) as fraud account to RBI. ,2020-10-23
528,"Bank credit up 5.66 percent, deposits rise 10.55 percent: RBI data. ",2020-10-22
529,"Aditya Puri sheds light on his successor, post-Covid finance scene and HDFC Bank's remarkable journey. Surging UPI failure rates worry banks. ",2020-10-21
530,"Festival offerings: Axis Bank offers discount on debit, credit card purchases. ",2020-10-20
531,"Bank of Baroda, Accenture complete technology integration of former Vijaya Bank's branches. Fino Payments Bank to add 300 more points at BPCL outlets in Tamil Nadu. India must not neglect bank recapitalisation despite pandemic, says Viral Acharya. Banks sanction Rs 1.35 lakh cr concessional loans to 1.5 cr KCC card holder farmers. ",2020-10-19
532,Retail cheque payments down to a trickle in FY20 to 2.96%: RBI data. Higher NPAs hinder monetary policy transmission: RBI paper. Women beneficiaries comprise maximum number of a/c holders under PMJDY at 55%. ,2020-10-18
533,Govt seeks approval from Cabinet Committee on Economic Affairs on lowering stake in IDBI Bank. Kotak Mahindra Bank launches festive offers to woo borrowers. ,2020-10-16
534,"Indian Bank inks MoU with Ministry, SIDBI for street vendors. Indian Bank follows SBI, sets up portal to restructure retail loans. Banks need Artificial Intelligence for corporate lending: Krishnamurthy Subramanian, Chief Economic Advisor. ",2020-10-15
535,5% of total bank loans could be restructured due to Covid: CARE Ratings. Digital adoption will improve return on equity for Indian banks: Morgan Stanley. ,2020-10-14
536,"How to go about improving your credit score in order to better your credit-worthiness. Deepak Kochhar produced before PMLA court, remanded to ED's custody till Oct 17. SBI Card kick-starts festive season offers with cashback, discounts across various brands. IL&FS initiates the process of selling its corporate home in Bandra-Kurla Complex. Banks working to ensure the productivity gains made due to COVID-19 are sustained. ",2020-10-13
537,"Why (Indian) millennials just can't manage their money, and how Covid could change the scene altogether. Government extends tenure of 3 executive directors of Canara Bank, Indian Overseas Bank. ",2020-10-12
538,"Digital payments soar manifold in 5 years to FY20: RBI. Banks are now less hesitant to adopt cloud platforms: Arundhati Bhattacharya, CEO of Salesforce India. ",2020-10-11
539,"'Interest on interest': Can’t go beyond relief already announced, Centre tells SC. Moratorium period exceeding six months may result in vitiating overall credit discipline: RBI to SC. Loan moratorium: Further extension may affect overall credit discipline, RBI to Supreme Court. Reserve Bank of India appeals to Supreme Court to allow NPA classification. ",2020-10-10
540,HDFC Bank takes festive offers to rural India to pump up credit growth. ,2020-10-09
541,"Meet Dinesh Khara: SBI's new chairman. Banks say government's interest waiver will add to costs, spark litigation. HDFC to give instant loans up to Rs 40 lakh for customers' medical bills at Apollo Hospitals. Central Bank of India to get strict against non-performing employees. State Bank of India's new chief, Dinesh Khara, says top priority to maintain loan book quality. Bandhan Bank's collection efficiency improves in September. Maintaining asset quality a priority, says new SBI chief. ",2020-10-07
