,Headlines,Date,Sentiment
1742,"Banks sharpen scrutiny, order forensic audit of Bhushan Steel. ICICI Bank does a first, launches EMI on debit cards scheme. ",2014-08-19,[[9.9205506e-01 5.5777076e-05 7.8891665e-03]]
1743,Appointment of PSU bank chiefs to be reviewed: FM Arun Jaitley. Free ATM usage at other banks cut to three transactions a month. ,2014-08-15,[[9.9999726e-01 2.6759125e-07 2.4587248e-06]]
1744,FinMin closes door on campus hiring for PSU banks. Indian rupee recovers 17 paise against US dollar in early trade. ,2014-08-14,[[9.9975044e-01 4.9991497e-05 1.9958684e-04]]
1745,"SK Jain’s selection not kosher, take action as ‘deemed proper’: CBI. Indian rupee trims initial loss, still down 18 paise to 61.26. ",2014-08-13,[[1.4135994e-02 2.6480769e-04 9.8559916e-01]]
1746,IDBI Bank says not being probed over Rs 950-cr loan to Kingfisher Airlines. ,2014-08-12,[[9.9999142e-01 3.5870966e-07 8.2733995e-06]]
1747,"Arun Jaitley backs RBI; Rajan to take call on rate rejig. Corporates, banks should not run MFs; list UTI for broad-based ownership: Leo Puri. ",2014-08-11,[[9.999399e-01 5.530674e-06 5.460043e-05]]
1748,Rs 40K-cr exposure: Banks may hire agency to monitor Bhushan Steel. Raghuram Rajan’s tough inflation stance risks stand-off with govt. ,2014-08-09,[[9.115539e-01 6.652358e-04 8.778080e-02]]
1749,"RuPay set to give Visa, MasterCard a run for their money in India. SBI Q1 net profit rises 3.3 per cent to Rs 3,349 cr; NPAs decline. ",2014-08-08,[[1.1832630e-07 9.9999976e-01 1.6311799e-07]]
1750,"Syndicate ‘CMD bribe’ Bank saw steady, sharp rise in bad loans. RBI may not cut repo, but banks drop rates. RBI initiates inspection of Syndicate Bank. ",2014-08-05,[[9.9986720e-01 3.0915002e-05 1.0195887e-04]]
1751,"Go long on duration strategies in bonds, overweight on equities. Govt to push for mergers among small PSU banks. ",2014-08-04,[[6.3269377e-02 9.3667620e-01 5.4427812e-05]]
1752,"RBI seen keeping policy rate steady until Q1 2015: Poll. ICICI Bank’s Q1 net profit rises 17 % to Rs 2,655 cr. ICICI Bank’s consolidated Q1 Net rises 3% to Rs 2,832 crore. ",2014-07-31,[[5.5429977e-05 9.9992490e-01 1.9644429e-05]]
1753,"In a controversial move, HSBC closes Muslim accounts in UK. ",2015-02-09,[[9.9984622e-01 1.6731795e-07 1.5364352e-04]]
1754,RBI survey finds 47% of banking agents ‘untraceable’. ,2014-07-30,[[9.2456877e-02 2.8619381e-06 9.0754026e-01]]
1755,"What’s Plan B, SBI plans to ask its borrowers. Citigroup to hire 100 bankers in Asia, eyes more business from smaller clients. ",2014-07-29,[[9.9996853e-01 2.3054854e-05 8.4586918e-06]]
1756,"Have money, have bank. ",2014-07-28,[[9.9962699e-01 2.5254045e-05 3.4774240e-04]]
1757,"Punjab National Bank Q1 net profit rises 10% to Rs 1,405 crore. ",2014-07-25,[[1.0584128e-07 9.9999988e-01 2.6191559e-08]]
1758,RBI scraps upper limit on gold loans by banks. FinMin mulls interim agency to set up debt management office. ‘New RBI rules for banks will be an interesting externality to watch out for’. ,2014-07-23,[[9.9996555e-01 1.0259741e-05 2.4140480e-05]]
1759,"Suit-filed NPA accounts rise 32% to over R70,000 crore. Financial inclusion project to begin Aug 15, two bank accounts for households. Indian rupee recovers 10 paise against US dollar in early trade. HDFC Bank Q1 Net up 21% to Rs 2,233 crore. India rupee ends little changed, fund flows in focus. ",2014-07-21,[[1.1186624e-03 9.9887937e-01 1.9320873e-06]]
1760,Recapitalisation of PSU banks is top priority: FM. ,2014-07-20,[[9.989778e-01 9.832813e-04 3.889457e-05]]
1761,"RBI set to recognise supermarts, mobile companies as banks. ",2014-07-18,[[9.9999952e-01 8.5860442e-08 3.3310477e-07]]
1762,"Banks oppose plan for farm loan waivers. To reach stake sales target, FinMin lines up PSUs for disinvestment. Home loan rates up to Rs 50 lakh to dip as RBI eases bank fund-raising norms. PF deposits likely to fetch higher rate  of returns. ",2014-07-16,[[0.02692223 0.96705264 0.00602519]]
1763,RBI allows foreign investors to invest in partly paid shares. State Bank of India slashes fixed deposit rate by 0.5%. ,2014-07-15,[[9.9998736e-01 3.5544876e-06 9.0136537e-06]]
1764,Standard Chartered sees FDI proposals strengthening rupee. ,2014-07-13,[[1.3725036e-04 9.9986231e-01 5.3298118e-07]]
1765,Indian rupee trims initial gains against dollar. PSU banks to raise Rs 2.40 lakh crore capital by 2018. ,2014-07-10,[[9.9871683e-01 1.2488562e-03 3.4345820e-05]]
1766,Indian rupee gains by 16 paise vs US dollar. ,2014-07-08,[[7.5952720e-04 9.9923372e-01 6.7957144e-06]]
1767,"RBI to AP, Telangana: No debt to write off farm loans. RBI official shows enforcing rules is tough business. SBI makes foray into the era of digital banking, others to follow. Want bank with right size, right value for takeover: Chanda Kochhar. ",2014-07-07,[[2.0397724e-01 7.9583448e-01 1.8819793e-04]]
1768,Build-up to Budget: Min Rs 1K pension for EPFO subscribers likely to be notified. Indian rupee up 13 paise against US dollar in early trade. ,2014-07-04,[[9.9867427e-01 1.2885327e-03 3.7235535e-05]]
1769,Indian rupee up 16 paise against US dollar. ,2014-07-03,[[9.9736780e-01 1.9720197e-03 6.6026481e-04]]
1770,"State Bank of India plans to add up to 5,000 ATMs in FY15. ",2014-07-02,[[9.9994445e-01 5.4390403e-05 1.2301789e-06]]
1771,"Govt for ways to monetise gold, banks want gold deposits to be CRR. ",2014-06-29,[[9.9999571e-01 2.5131482e-07 4.1079302e-06]]
1772,Indian rupee drops five paise to 60.17 against US dollar. ,2014-06-26,[[9.8067129e-01 3.0668854e-04 1.9022075e-02]]
1773,Indian rupee down 19 paise against US dollar. ,2014-06-25,[[9.6410632e-02 2.2442878e-04 9.0336496e-01]]
1774,"Govt says no to CAs on both audit, management panels of banks. Black money: Swiss list of Indians will benefit greatly SIT, says Arun Jaitley. ",2014-06-23,[[3.9369620e-02 9.6059036e-01 3.9938706e-05]]
1775,RBI allows foreign players to hedge currency risk. ,2014-06-21,[[9.9738330e-01 2.5860346e-03 3.0618648e-05]]
1776,"Indian rupee rallies 46 paise against US dollar in early trade. Residents, non-residents allowed to carry up to Rs 25k abroad: RBI. ",2014-06-19,[[9.9999499e-01 4.8655096e-07 4.4706439e-06]]
1777,Indian rupee plunges 29 paise against US dollar in early trade. Only 26% of 585 mn Indian women have any kind of formal relationship with bank: Usha Ananthasubramanian. ,2014-06-18,[[9.9999380e-01 4.3441549e-08 6.2476843e-06]]
1778,RBI to sell government securities worth R15K cr. Raghuram Rajan says FSLRC proposal on unified regulator ‘schizophrenic’. ,2014-06-17,[[9.9995506e-01 2.6726655e-05 1.8214041e-05]]
1779,Burden of proof to be history as RBI pushes for KYC revamp. Indian rupee hits over one-month low as oil prices surge. ,2014-06-16,[[2.2827828e-04 5.2223029e-04 9.9924952e-01]]
1780,"Top 3 lenders in consortium may need to declare ‘wilful defaulter’ before penal action. Indian rupee to US dollar: 12 Indian, global points to watch as Iraq crisis hits. RBI to soon announce rules for on-tap banking licenses: R Gandhi. ",2014-06-14,[[9.9993145e-01 1.0724398e-05 5.7813777e-05]]
1781,Parekh says ‘party hopping’ FIIs driving rally; cautions investors. ,2014-06-13,[[0.86344206 0.12204118 0.01451682]]
1782,RBI lets UBI take exposure of up to R200 cr. Rupee down 9 paise against dollar in early trade. ,2014-06-12,[[9.9993026e-01 1.2396937e-06 6.8567533e-05]]
1783,RBI eases KYC norms for opening bank accounts. Indian rupee down 7 paise against US dollar. ,2014-06-10,[[0.904329   0.04252151 0.05314953]]
1784,Indian rupee up 19 paise vs US dollar. ,2014-06-09,[[5.8213836e-01 4.1771853e-01 1.4309345e-04]]
1785,"Madhavpura bank collapse is behind us, says RBI executive director. ",2014-06-07,[[9.9966705e-01 2.6283992e-04 7.0070491e-05]]
1786,Indian rupee rally mostly over; yuan to recover over time. ,2014-06-06,[[1.4797280e-03 9.9808383e-01 4.3642675e-04]]
1787,Indian rupee up 5 paise on fag-end dollar selling. ,2014-06-05,[[9.3802327e-01 6.1716918e-02 2.5973161e-04]]
1788,Govt considering plan to form company to take over bad loans. ,2014-06-04,[[9.990313e-01 8.972226e-05 8.790259e-04]]
1789,"Black money SIT meets, charts out roadmap. Bankers rule out lending rate reduction after SLR cut. ",2014-06-03,[[9.99752223e-01 1.13472845e-04 1.34306130e-04]]
1790,Inflation will continue to dictate  EMIs as no repo rate change likely. ,2014-06-02,[[9.9961299e-01 1.0088798e-04 2.8606321e-04]]
1791,"RBI norms on differentiated banks, licences in next 4 months. ",2014-05-30,[[9.9999833e-01 1.3163332e-06 3.5807912e-07]]
1792,Indian rupee up 6 paise against US dollar in morning trade. ,2014-05-26,[[9.9818999e-01 1.2872668e-03 5.2279519e-04]]
1793,"Narendra Modi effect: Indian rupee best performing Asia-Pacific currency. Post elections rally in Indian stocks, Indian rupee likely: Goldman Sachs. ",2014-05-25,[[9.2382990e-02 9.0750760e-01 1.0953021e-04]]
1794,SBI overtakes HDFC Bank to regain top spot in terms of market cap. ,2014-05-24,[[6.3475902e-04 9.9777514e-01 1.5900402e-03]]
1795,"Indian rupee drops 7 paise, trades at 58.54 against US dollar. ",2014-05-23,[[9.9999595e-01 1.5665734e-07 3.9199012e-06]]
1796,"Market share of PSU banks to fall to 60 per cent by 2025: RBI panel report. Investors pump in Rs 1+ lakh crore in mutual fund schemes in April, highest in 3 yrs. ",2014-05-21,[[4.2197263e-04 9.9957150e-01 6.5436157e-06]]
1797,Indian rupee up 5 paise against US dollar. PSU banks need to free themselves from government influence: Raghuram Rajan. ,2014-05-20,[[9.990097e-01 5.751080e-06 9.845509e-04]]
1798,"Bank deposits rise 14.8%, credit growth at 13.8%. Indian rupee rises 32 paise to hit fresh 11-month high against USD. ",2014-05-19,[[6.926047e-05 9.999299e-01 8.830949e-07]]
1799,"Rupee to dollar: Indian currency at fresh 10-mth high, soars 41 paise against US dollar at 58.88. ",2014-05-16,[[9.9999011e-01 7.1568466e-06 2.7719966e-06]]
1800,Govt should trim its stake in PSBs to below 50%: RBI panel. ,2014-05-14,[[0.93121487 0.05300708 0.01577798]]
1801,"Asset quality of ICICI, HDFC, Axis Bank improves on higher loan recovery. ",2014-05-07,[[1.2377323e-09 1.0000000e+00 2.8284242e-09]]
1802,"HDFC Q4 profit up 11 per cent at Rs 1,723 crore, board proposes dividend of Rs 14. Raghuram Rajan signed Rs 1,000 banknotes from RBI in a bank near you shortly. No penalty if minimum balance not kept in dormant bank account: RBI. ",2014-05-06,[[9.4868615e-03 9.9051088e-01 2.2862416e-06]]
1803,"FM urges ADB to double annual lending to $20 bn. RBI panel says don’t force banks to become to insurance brokers. Raghuram Rajan chosen on basis of his reputation, new Govt should respect it: PC. ",2014-05-05,[[9.9990988e-01 3.0294934e-05 5.9894057e-05]]
1804,"From UBS to Morgan Stanley, foreign banks exiting wealth mgmt biz in India. Banks find it easier to offload NPAs after RBI tweaks norm, says HSBC report. United Bank of India’s loan book shrinks in FY14 due to capital erosion. ",2014-05-03,[[0.00597917 0.00896102 0.98505986]]
1805,Indian rupee at over one-week high to 60.30 against US dollar. ,2014-04-30,[[9.9998796e-01 8.5195188e-06 3.5873766e-06]]
1806,Madhu Kapur cannot be treated as promoter: Yes Bank board. ,2014-04-28,[[9.9995387e-01 8.1205695e-07 4.5356031e-05]]
1807,FM says received reply from Swiss on information sharing. ,2014-04-27,[[9.9999702e-01 5.7077466e-07 2.3814052e-06]]
1808,"Retail loan growth pushes ICICI Bank Q4 profit to 15%. ICICI Bank, Axis Bank see pick-up in loan demand after Lok Sabha elections. ",2014-04-26,[[6.5890163e-08 9.9999976e-01 9.4265644e-08]]
1809,Business houses didn’t meet fit & proper criteria for bank licences: RBI Dy Guv. ICICI Bank Q4 profit up 15 pct at Rs 26.52 bn as demand for loans surges. Indian rupee appreciates by 47 paise to 60.60 against US dollar. ,2014-04-25,[[7.5460466e-06 9.9999070e-01 1.7801054e-06]]
1810,HDFC Bank investment cap hike proposal delayed. Bandhan Finance to appoint consultants for banking foray soon. ,2014-04-24,[[9.9718249e-01 2.8067562e-04 2.5368878e-03]]
1811,"RBI for 2-stage verification  for online transactions. Set to enter big league, Bandhan to bank on core competence. Yes Bank Q4 net profit up nearly 19 pct at Rs 430 crore. 10-15 pct cards used only for online transactions: RBI report. RBI panel moots centralised bill payment system. ",2014-04-23,[[6.056619e-01 3.943296e-01 8.439805e-06]]
1812,"Liquidity infusion measures hit by currency leakages. HDFC Bank Q4 profit jumps 23 pct to Rs 2,326.52 crore. ",2014-04-22,[[5.5947041e-08 9.9999988e-01 1.5760773e-07]]
1813,Bandhan to start hiring in three months. Foreign stake ownership: HDFC Bank says law can’t apply retrospectively. ,2014-04-21,[[9.9999571e-01 1.3220368e-07 4.2103711e-06]]
1814,Online PF transfer for workers under private trusts from July. ,2014-04-19,[[9.9998021e-01 3.6617573e-06 1.6141030e-05]]
1815,Finmin widens monitoring of NPAs at public sector banks to top 50 accounts. Five things to look for in your insurance policy document. Wealth tax basics: Get a grip for peace of mind. ,2014-04-18,[[9.9988055e-01 5.5086726e-05 6.4355139e-05]]
1816,Indian rupee up 10 paise against US dollar. ,2014-04-17,[[0.99505484 0.00369454 0.00125065]]
1817,Indian rupee to US dollar: Broader range of 59.50/80 and 60.60/80 seen. ,2014-04-15,[[9.99999762e-01 1.24504185e-08 2.04378935e-07]]
1818,RBI not to allow promoters to become CEOs of private banks. ,2014-04-14,[[9.9998796e-01 1.3937348e-07 1.1864480e-05]]
1819,India calls for communicating monetary policy with clarity. ,2014-04-13,[[9.9999595e-01 1.6595660e-06 2.4241326e-06]]
1820,"In easy-money era, Raghuram Rajan pushing policy coordination. Bandhan Financial eyes deposits from existing client base in bank avatar. ",2014-04-11,[[9.9999249e-01 3.9310139e-06 3.5567305e-06]]
1821,Rupee to US dollar: Indian currency now more dependent on inflows into equity markets. Banks well-positioned to cope with US tapering: Moody’s. ,2014-04-08,[[1.7254276e-06 9.9999821e-01 8.8206477e-08]]
1822,Minimum balance: Better to maintain than risk high fees. RBI to issue Rs 10 bank notes with Governor Raghuram Rajan’s signature. ,2014-04-07,[[1.1607328e-03 9.9883860e-01 7.1018923e-07]]
1823,‘Some applicants can apply for differentiated licences’. RBI shifts to CPI-based Real Effective Exchange Rate. ,2014-04-05,[[9.9999881e-01 7.8451205e-07 3.6667089e-07]]
1824,"To build up capital for bank, IDFC not to expand loan book. New licences: Opposition questions timing, ‘RBI hurry’. R Gandhi appointed RBI deputy governor. New bank licences: Oppn questions timing, Raghuram Rajan-led ‘RBI’s hurry’, despite EC clearance. ",2014-04-04,[[9.9990368e-01 6.9414971e-05 2.6908036e-05]]
1825,"RBI banks on Bandhan, trusts Kolkata NBFC with rare licence. ",2014-04-03,[[9.9999750e-01 3.7835164e-07 2.1529977e-06]]
1826,Election Commission allows RBI to issue new bank licences. ,2014-04-02,[[9.9996877e-01 8.2283223e-06 2.3018434e-05]]
1827,Poll panel allows RBI to issue new bank licences. ,2014-04-01,[[9.9998462e-01 7.5063235e-06 7.8801650e-06]]
1828,Service tax amnesty scheme: Caught in web of fine print. ,2014-03-31,[[9.9997270e-01 2.7728527e-06 2.4605775e-05]]
1829,PSU bankers queue up for deputy governor job at RBI. ,2014-03-30,[[9.9999464e-01 2.1248979e-07 5.1712345e-06]]
1830,"Rupee hits 8-month high, ends above 60-mark/dollar. Govt to borrow R3.68 lakh cr in first half of FY15. External debt at $426 bn in December. Sensex, Nifty hit record for fifth straight session; bank stocks rally. ",2014-03-29,[[9.1127149e-06 9.9999034e-01 5.3917597e-07]]
1831,‘RBI sought EC’s nod on bank permits as matter of caution’. Sensex scales new peak on sustained foreign inflows. ,2014-03-28,[[9.9817359e-01 1.7965212e-03 2.9903396e-05]]
1832,RBI meets bankers ahead of monetary policy review. Central ministries to soon come under EPFO ambit. Re hits 7-month high as foreign inflows continue. ,2014-03-26,[[5.3309530e-01 4.6660462e-01 3.0011241e-04]]
1833,Statistics commission plans review of RBI data collection system. Rupee hits six-month high on strong foreign inflows. EC to decide on clearing bank licences today. ,2014-03-25,[[1.0015656e-04 9.9989939e-01 4.3241599e-07]]
1834,CBDT cancels all leaves to meet tax mop up target. 25% loan seekers under 30 year: Cibil. Third party motor pool unlikely to make a comeback: Insurers. ,2014-03-24,[[1.5923190e-01 1.5860674e-04 8.4060949e-01]]
1835,"Poll campaign manager, businessman, party leader directors on UBI board. Top 24 defaulters owe bank R2,088 crore. Loan recast proposals inch to Rs 4lakh cr mark. ",2014-03-18,[[9.9998999e-01 5.4507041e-06 4.5739994e-06]]
1836,"Japan’s Mizuho in US, Canada suits over Mt. Gox bitcoin losses. Exchange pre-2005 notes at any bank. ",2014-03-17,[[9.9979931e-01 3.2857191e-05 1.6782877e-04]]
1837,‘Increase in Pak-printed fake notes smuggling to India’. Banking on new technology. Bank of England’s Carney faces grilling over forex scandal. ,2014-03-10,[[9.7919995e-01 3.6572423e-04 2.0434346e-02]]
1838,"FM asks banks to rein in NPAs, infuse some earnings as capital. Code of conduct not to affect new bank licences, says FM. ",2014-03-06,[[9.9938250e-01 7.3215524e-05 5.4417283e-04]]
1839,Post office fixed deposit rates hiked by up to 0.2%. ,2014-03-05,[[6.9937640e-01 3.0056012e-01 6.3487081e-05]]
1840,SBI average salary at Rs 10 lakh exceeds ICICI Bank’s by 67 per cent. ,2014-03-04,[[9.9995828e-01 2.3775292e-05 1.8056404e-05]]
1841,RBI makes it tough for firms to get away with loan default. ,2014-02-27,[[8.3085026e-05 9.4057959e-06 9.9990749e-01]]
1842,Bitcoin bourse disappears in blow to virtual currency. Jalan panel on new bank licences submits report. ,2014-02-26,[[9.9995708e-01 4.2808617e-07 4.2423824e-05]]
